RegionID,RegionName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
25,Louisiana,25,83779,84035,84228,84312,84723,85090,85604,85828,86264,86579,86894,87051,87271,87635,87988,88401,88848,89357,89766,90158,90594,90980,91292,91614,91888,92570,93266,94157,94757,95333,95837,96311,96721,97118,97461,97795,98247,98628,99017,99331,99683,100042,100246,100581,101008,101611,102204,102648,103038,103402,103764,104090,104325,104714,105176,105770,106431,107173,107766,108277,108684,109044,109337,109630,110029,110479,110900,111279,111656,111935,112322,112692,113139,114115,114784,115534,115232,115273,115311,115827,116396,116925,117379,117617,117577,117548,117592,117896,118354,118860,119475,119911,120442,120949,121536,122096,122582,123011,123485,123985,124689,125315,125963,126588,127260,127602,127823,127884,128356,128964,129807,130770,131886,132985,134247,135474,136908,138383,139797,141121,142174,142976,143677,144313,145017,145606,146158,146806,147455,148045,148575,149097,149590,149814,150001,150167,150475,150743,150909,151135,151297,151498,151435,151273,151034,150941,150844,150788,150752,150709,150625,150291,150087,149886,149932,149888,150040,150007,149967,149773,149442,149129,148844,148853,148723,148824,148914,149178,149224,149360,149445,149338,149091,148910,148788,148576,148023,147048,146096,145265,144829,144458,144331,144248,144250,144105,144094,143983,143686,143437,143249,143490,143861,144231,144513,144510,144625,144632,144692,144578,144387,144277,144416,144866,145265,145543,145939,146412,146938,147096,147239,147456,147692,148036,148380,148881,149325,149337,149241,149107,149308,149517,149750,150276,150498,150669,150775,151333,151890,152342,152742,153197,153507,153896,154276,154589,154822,154914,155129,155255,155609,156031,156607,157088,157543,158002,158334,158575,158574,158759,158895,159442,160019,160635,160985,161303,161621,162060,162422,162875,163318,164050,164730,165081,165088,164862,164929,164905,165145,165202,165333,165135,164894,164770,164979,165257,165414,165612,165865,166150,166298,166423,166428,166580,167121
24,Kentucky,26,75911,76111,76354,76614,76893,77159,77420,77754,78123,78499,78737,78939,79072,79310,79585,79897,80207,80521,80899,81226,81569,82052,82531,83016,83363,83754,84131,84449,84778,85113,85511,85838,86154,86254,86413,86552,86923,87242,87576,87851,88161,88444,88761,89178,89618,90043,90301,90535,90787,91082,91378,91693,92085,92517,92923,93411,93948,94602,95093,95550,95918,96333,96766,97154,97475,97736,97998,98299,98597,98857,99088,99276,99459,99609,99802,100045,100319,100601,100882,101202,101501,101784,102052,102309,102562,102811,103061,103307,103582,103911,104266,104614,104944,105243,105514,105705,105829,105993,106225,106538,106822,107110,107487,107865,108263,108669,109074,109545,109995,110454,110864,111267,111661,112022,112310,112666,113033,113411,113682,113937,114182,114399,114595,114754,114935,115237,115563,115919,116132,116299,116413,116433,116338,116267,116265,116345,116445,116541,116710,116794,116834,116797,116751,116670,116359,116065,115803,115765,115799,115869,115920,115883,115803,115767,115755,115645,115424,115111,114849,114593,114393,114180,114082,114041,114112,114126,114123,114196,114307,114409,114298,114129,113940,113822,113713,113381,112950,112335,111776,111282,110923,110625,110332,110093,109916,109756,109604,109604,109595,109602,109623,109745,109943,110045,110005,109978,109913,110025,110108,110232,110251,110324,110458,110717,110910,111109,111320,111590,111944,112176,112411,112590,112785,112837,113005,113113,113416,113666,114042,114397,114584,114745,114856,115087,115388,115833,116199,116650,117080,117548,117912,118200,118563,118941,119240,119513,119770,120118,120616,121196,121893,122505,123173,123731,124259,124703,125179,125677,126187,126656,127179,127880,128729,129592,130361,131078,131707,132318,132792,133362,133927,134619,135342,136061,136755,137352,137961,138562,139057,139458,139762,139878,140148,140566,141311,141963,142736,143540,144357,145060,145695,146316,146878,147277,147756
46,Oregon,27,132602,133189,133873,134698,135462,136232,137106,138093,139162,140243,141182,142014,142622,143202,143755,144356,144976,145711,146259,146862,147346,148204,148829,149216,149221,149341,149567,149942,150430,150992,151708,152281,152923,153213,153549,153658,153851,153951,154006,154129,154379,155224,156067,157044,157453,157984,158527,159216,159808,160137,160400,160613,160991,161457,162036,162706,163368,164178,164752,165287,165493,165724,165951,166377,166971,167667,168414,169152,169892,170666,171331,171862,172185,172644,173230,173956,174513,175191,175921,176910,177770,178665,179367,180044,180562,181174,181897,182873,184031,185318,186737,188041,189235,190179,191167,192248,193413,194900,196529,198545,200483,202513,204455,206523,208398,210087,211896,214122,217139,220407,224049,227962,232364,237047,241301,245163,249059,252612,255595,258513,261857,265753,270054,273935,277428,279335,280889,282124,283331,283990,284521,285391,286902,288393,289229,289643,289677,289758,289389,288554,287299,285328,283945,282152,280602,278383,276230,274170,271879,269516,267054,264685,261973,259640,256830,254166,251184,248723,246291,244031,242382,241376,240724,240063,239427,238580,237810,237612,237288,236415,235051,233561,231839,229586,227473,225648,223767,221850,219714,217513,215476,213877,212905,212169,211430,210784,209817,208630,207272,206346,206015,206492,207535,208840,210025,210958,212120,213285,214789,215638,216817,218261,220967,223691,226758,229685,232241,234422,235818,237390,238512,240407,242323,244428,245985,247214,248544,249540,250928,251982,253195,254337,255619,256913,258097,259416,261223,263400,265460,267593,269720,271960,274369,276600,278835,280972,283546,286425,288811,291261,294094,297465,300490,303383,305719,307988,309920,311743,314249,316851,320029,322684,325395,327339,328769,329796,331064,332223,333549,335160,337284,339597,342360,345264,347602,349276,350660,352013,352999,353499,354039,355176,356861,358921,360563,361602,361980,362127,362452,362414,362824,362840,364154,365309,367262
45,Oklahoma,28,64365,64611,64804,65003,65181,65355,65586,65822,66068,66235,66403,66523,66678,66850,67136,67428,67759,68100,68528,68921,69249,69658,70021,70388,70582,70842,71127,71444,71792,72170,72613,72957,73194,73313,73507,73755,74045,74334,74667,75052,75334,75555,75799,76182,76623,76972,77192,77473,77749,78115,78419,78769,79062,79321,79626,80038,80516,80986,81390,81719,81977,82188,82418,82650,82930,83219,83549,83837,84111,84344,84636,84880,85091,85246,85429,85660,85901,86170,86488,86825,87138,87374,87615,87875,88135,88331,88502,88685,88924,89204,89510,89795,90077,90378,90704,90983,91190,91372,91558,91779,92086,92485,92974,93345,93709,94091,94464,94800,95042,95320,95565,95853,96157,96529,96898,97312,97690,98065,98509,99018,99430,99740,100023,100364,100705,100999,101374,101751,102117,102363,102525,102660,102786,102973,103235,103597,103905,104127,104303,104525,104711,104734,104795,104583,104575,104551,104790,104826,104796,104796,104956,104937,104836,104658,104387,104203,104035,104098,104235,104373,104522,104644,104720,104928,105081,105273,105381,105592,105864,106120,106138,105885,105588,105263,104880,104293,103872,103580,103437,103181,102899,102589,102363,102338,102431,102614,102473,102266,102018,101928,101965,102050,102321,102666,102948,103152,103306,103327,103241,103249,103440,103745,103950,104194,104550,104808,105075,105340,105704,106050,106104,106136,106138,106436,106784,107162,107464,107823,108100,108405,108648,108918,109298,109599,109884,110157,110627,111203,111751,112122,112453,112711,112942,113079,112901,112732,112689,112998,113468,113943,114437,114865,115253,115584,115874,116163,116474,116758,117107,117302,117586,117850,118370,118834,119205,119423,119668,120038,120470,120915,121362,121769,121971,122177,122382,122706,122858,123021,123193,123451,123818,124275,124759,125137,125613,126041,126417,126682,127101,127608,128127,128596,129127,129953,130696
11,Connecticut,29,157475,157118,157064,157333,157813,157843,157567,157094,157329,157361,157990,157360,156967,156424,156362,156651,156861,157575,158033,158458,158798,160197,161400,162471,162383,162525,162762,163206,163778,164554,165466,166496,167450,168303,169036,169770,170404,171075,171762,172764,173785,174954,176065,177333,178771,180344,182164,183751,184819,185272,185880,186915,188277,189724,191198,192687,194113,195592,196955,198226,199318,200346,201416,202667,204723,206962,209404,211225,212818,214252,215806,217354,218799,220382,222351,224706,227057,229136,231852,234800,237581,239855,241613,243489,245239,247350,249570,252071,254464,257271,259563,262265,264752,267226,269172,270860,272794,275181,278097,281273,284321,287367,290820,294514,297748,300094,301967,304187,306527,309221,312023,315136,318570,322161,325894,329234,331639,333211,333369,334667,335619,337297,337596,338134,338234,338367,338148,337753,337190,336981,336611,336347,335430,334513,333168,332141,331532,331427,331293,330472,329177,326295,323281,319933,317614,315841,314335,312710,310537,307984,305533,303241,301286,299134,297672,295608,293772,291074,288718,286463,285353,284446,283951,282647,281321,279664,278867,278883,279793,280392,280806,280223,279316,277917,275866,273301,270816,269533,268762,267439,266074,264495,263753,262395,260785,258825,256793,255256,253629,252230,250854,249928,249189,248447,247139,245938,245175,244660,244655,244869,245727,246747,247347,248284,249920,252086,254019,254936,255682,256439,256992,257388,257205,256965,257053,256996,257140,256794,256800,256360,255352,254158,253244,252801,252432,252350,252665,253534,254356,255220,255549,255659,255412,255321,254659,253743,253236,253540,254201,254738,254892,255198,255283,255349,254875,254144,253946,254526,255397,256414,257145,258201,259538,260941,261941,262705,263241,263739,264067,264836,265317,265662,265728,266527,267545,268576,269337,269657,269831,269457,269219,268888,269203,268951,269362,269988,271239,272122,272390,272156,271611,271160,270839,270887,270986
19,Iowa,30,80649,80800,80923,81095,81319,81534,81775,82104,82515,82829,82965,82974,82934,83001,83082,83298,83479,83693,83720,83593,83375,83582,83912,84376,84644,84920,85166,85469,85802,86196,86490,86814,87109,87531,87996,88455,88864,89156,89476,89741,90069,90431,91009,91625,91961,92310,92712,93350,93793,94177,94486,94812,95064,95417,95896,96337,96796,97119,97517,97824,98158,98451,98810,99144,99537,99963,100411,100837,101232,101480,101691,101840,102193,102619,103142,103516,103842,104105,104489,104923,105352,105732,106086,106374,106626,106859,107150,107517,107989,108507,109052,109542,109953,110300,110555,110830,111124,111447,111811,112164,112572,112980,113434,113798,114208,114550,114935,115243,115713,116369,117213,118082,118819,119411,119811,120182,120464,120690,120878,121069,121271,121483,121761,122102,122470,122820,123179,123502,123775,123937,124129,124310,124535,124553,124557,124527,124698,124869,125115,125305,125532,125728,125703,125471,125159,124990,124873,124758,124708,124734,124714,124661,124568,124312,123985,123681,123549,123473,123393,123350,123302,123246,123204,123177,123153,123127,123146,123333,123514,123628,123534,123336,123095,122784,122410,122044,121657,121351,120970,120574,120198,119875,119663,119563,119573,119642,119689,119779,119870,119811,119734,119693,119812,120014,120239,120528,120738,121009,121389,121793,122202,122643,123126,123401,123546,123705,124012,124270,124467,124626,124761,124859,125064,125313,125708,126243,126895,127468,127840,128077,128164,128273,128347,128475,128614,128942,129306,129804,130298,130869,131338,131771,132151,132485,132783,133164,133565,133946,134368,134894,135443,135984,136443,136897,137238,137459,137680,138004,138527,139181,139856,140562,141264,141886,142411,142837,143244,143611,143922,144348,144931,145380,145797,146196,146853,147489,147837,148146,148437,148837,149188,149520,149992,150564,151297,151914,152420,152753,153208,153642,154076,154345,154626,154903,155325
34,Mississippi,31,73372,73515,73738,74072,74293,74461,74623,74863,75068,75165,75300,75432,75656,75887,76130,76335,76521,76772,77078,77373,77685,78047,78623,78993,79292,79478,79948,80500,81006,81384,80575,79839,79152,79536,79961,80415,80880,81126,81053,81233,81129,81200,81056,81385,81771,82141,82365,82515,82678,83072,83550,83988,84292,84551,84865,85324,86023,86661,86988,87147,87308,87665,87990,88280,88534,88740,89074,89315,89576,89741,89818,89851,89756,89923,90136,90572,90781,91079,91350,91671,91970,92133,92306,92501,92766,93029,93235,93339,93540,93735,94069,94277,94491,94710,94976,95267,95494,95763,95993,96359,96726,97256,97793,98229,98544,98728,99107,99549,100097,100590,101269,101876,102667,103449,104471,105231,105685,106032,106613,107477,108480,109128,109865,110333,111229,112097,113186,113938,114476,114831,115014,115110,115257,115709,115992,116090,116215,116466,116834,116971,116806,116700,116409,116233,115722,115075,114464,113799,113392,112980,112849,112743,112627,112234,111802,111490,111269,111019,110691,110403,110087,109787,109566,109346,109106,108908,108796,108688,108502,108265,108051,107666,107288,106848,106543,106271,106183,106127,106022,105892,105683,105549,105334,105313,105256,105213,105066,104963,104849,104707,104569,104447,104406,104387,104366,104346,104319,104144,104008,103904,103903,103855,103804,103886,103857,103770,103564,103361,103234,103153,103170,103145,103236,103268,103395,103518,103760,103987,104160,104373,104699,105045,105521,105998,106560,107070,107524,107901,108261,108572,108922,109196,109477,109659,109894,110050,110228,110377,110548,110777,111006,111241,111517,111783,112152,112463,112750,113014,113340,113687,113973,114263,114621,114962,115237,115444,115679,115976,116347,116769,117129,117466,117837,118186,118520,118844,119257,119658,119990,120357,120782,121256,121726,122082,122552,123021,123614,124047,124465,124776,125071,125290,125651,126104,126642
6,Arkansas,32,68376,68487,68550,68629,68819,69014,69328,69506,69718,69873,70129,70363,70630,70840,71009,71084,71251,71483,71787,72118,72407,72733,72897,73074,73101,73269,73549,73917,74300,74605,74923,75095,75260,75197,75183,75121,75235,75375,75562,75793,75997,76164,76300,76461,76703,76917,77164,77381,77658,77854,78022,78178,78439,78747,79087,79560,80100,80712,80969,81149,81199,81473,81735,82054,82306,82528,82665,82780,82889,83034,83195,83349,83493,83716,83977,84294,84559,84860,85237,85619,85998,86216,86458,86654,86909,87245,87587,87992,88342,88758,89161,89548,89917,90284,90719,91173,91648,92067,92494,92918,93401,93907,94429,94927,95423,96048,96724,97416,98036,98652,99288,99975,100573,101222,101873,102652,103333,103873,104326,104765,105218,105683,106163,106653,107089,107531,107813,108082,108296,108470,108602,108637,108740,108743,108797,108865,109065,109180,109275,109260,109291,109243,109238,109204,109193,109063,108832,108639,108355,108133,107811,107569,107254,106907,106439,105943,105456,105136,104925,104723,104398,104045,103718,103629,103631,103770,103850,103941,103984,104060,104026,103813,103551,103116,102701,102181,101725,101332,101071,100918,100735,100450,100251,100163,100156,100161,100187,100179,100117,100099,100167,100394,100718,101131,101470,101678,101832,102037,102208,102412,102608,102913,103177,103344,103448,103520,103638,103764,103904,104014,104093,104104,104024,104053,104233,104568,104884,105121,105274,105314,105388,105537,105766,106027,106257,106522,106767,106997,107235,107366,107591,107828,108129,108392,108610,108902,109153,109472,109841,110297,110725,111134,111524,111853,112089,112318,112575,112903,113251,113662,114094,114609,115057,115502,115875,116391,116872,117297,117620,117989,118443,118929,119536,120111,120735,121187,121567,121869,122120,122445,122754,123160,123621,124084,124582,125025,125539,125977,126432,126788,127207,127616,128066,128286,128500
23,Kansas,33,76250,76485,76752,76968,77254,77442,77677,77836,77977,78040,78233,78458,78794,79172,79574,80029,80397,80744,80978,81113,81247,81406,81571,81692,81835,82062,82430,82789,83155,83473,83821,84211,84568,84871,85211,85585,86062,86410,86801,87098,87457,87727,88025,88387,88834,89331,89686,90001,90180,90409,90706,91094,91515,91826,92183,92587,93088,93743,94501,95239,95782,96247,96760,97246,97712,98041,98414,98779,99214,99640,100006,100327,100584,100368,100219,100070,100091,100079,100086,100898,101582,102307,102550,102417,101857,101553,101700,102456,103067,103693,104145,104413,104729,104942,105245,105663,106295,106773,107178,107402,107798,109015,110297,111551,111976,112549,113041,113456,113652,113970,113831,113889,113941,114569,114800,114866,115128,115575,116128,116374,116609,116736,116924,117222,117714,118133,118568,118944,119403,119781,120067,120311,120586,120858,121043,121247,121594,121923,122179,122222,122214,122222,122220,122278,122239,122294,122302,122266,122354,122390,122435,122137,121866,121480,121385,121329,121507,121562,121646,121695,121774,121812,121872,121870,121803,121702,121509,121585,121636,121791,121754,121519,121041,120478,120072,119663,119249,118835,118534,118120,117623,117378,117185,117056,116814,116570,116218,115863,115550,115456,115490,115721,115959,116182,116447,116651,116802,116713,116675,116716,116845,116851,116749,116999,117383,117899,118118,118307,118390,118496,118623,118748,118948,119075,119223,119205,119339,119547,119925,120330,120706,120999,121227,121463,121704,121982,122240,122705,123286,123982,124666,125183,125591,125801,126108,126353,126641,126878,127277,127732,128237,128835,129406,129928,130347,130713,131114,131518,132015,132509,133065,133747,134534,135160,135605,135971,136410,136913,137505,138225,139027,139759,140363,140921,141519,142239,142873,143253,143540,143856,144328,144972,145630,146257,146716,147199,147714,148261,148819,149349,149832,150211,150651,150970,151474
55,Utah,34,162669,163075,163508,164000,164490,164960,165553,166064,166612,167179,167661,167864,167843,168015,168469,168996,169511,169946,170570,170781,171061,171586,172445,173182,173351,173361,173329,173369,173471,173679,173880,174142,174325,174488,174499,174509,174404,174190,173907,173779,174147,174629,175235,175692,176379,177071,177625,177960,178237,179925,181316,182689,182801,183295,183821,184470,185132,185844,186213,186338,186269,186174,186213,186231,186540,186863,187352,187617,187799,188003,188011,188167,188125,188113,188048,188017,187942,187764,187415,187286,187154,187234,187416,187412,187476,187588,187926,188099,188179,188288,188529,188830,189187,189583,190073,190460,190723,190741,190863,190990,191184,191357,191550,191642,191667,191823,192347,192913,193555,194040,194720,195566,196650,197878,199197,200676,202199,203632,205257,206977,209080,211232,214186,217861,221883,225731,229088,232196,234928,237834,240606,243370,245787,248219,251143,254027,256894,258755,260193,261436,262745,263386,263046,261546,259406,257044,254670,252444,250000,248103,246231,244579,242536,239895,237451,234857,233009,230790,228900,227201,225676,224199,222908,222217,221706,220989,220319,219636,219383,218807,217697,215891,213666,212071,210548,208890,206720,204840,203197,202194,201159,200362,199336,198660,198422,197702,197038,196358,196592,196617,197040,197460,198584,199999,201312,202244,203116,204569,206423,208356,210377,212195,214227,216443,219404,221940,224839,227272,229708,231646,233294,234552,235090,235666,236236,237357,237912,238408,238613,238539,238651,238550,239201,240057,240836,241750,242654,244387,246429,248283,249760,251311,253312,255420,257144,258427,259670,261124,262688,264311,265984,268087,270067,272116,273478,275233,276823,279036,281175,283192,285220,287839,290875,293658,296129,298350,300677,302320,303875,305601,307975,310254,313139,316193,319651,322524,324661,326962,329013,331309,333488,335841,338176,340899,343476,346024,347632,348657,349649,350816,352413,353834,354559,355457,356486
42,Nevada,35,162742,162633,162550,162561,163104,163871,164653,164956,165562,166274,167003,167051,167151,167176,167391,167525,167626,167997,168386,168988,169571,170491,171122,171402,171177,170967,171303,171675,172163,172446,172880,173411,173803,173890,173667,173369,173176,173305,173854,175137,176297,177383,178014,178935,179797,180821,181373,181819,182186,182695,183263,183758,184420,185311,186207,187290,188265,189350,190297,191041,191616,192323,193210,194349,195616,196986,198277,199487,200785,201965,202789,203502,204251,205218,206045,206985,207984,208998,210297,211919,213679,215377,216780,218108,219330,221014,222782,225134,227632,230761,233975,237933,241855,246353,250534,256756,262736,270902,279454,289185,296919,302615,306538,310390,314751,318679,324921,330919,339450,343849,347507,349350,353115,356108,357969,358956,359263,359946,359720,361895,364444,367007,367261,366978,366324,365425,363435,361048,359704,358086,356916,355322,353172,350550,346800,342746,338809,334397,329994,323097,316256,307369,297983,288669,281495,275628,268169,260195,252271,244600,237395,229169,222766,215838,211054,205865,200914,194479,187738,181361,177056,173930,172076,170438,168665,168077,167417,166888,165609,164223,163523,162500,161528,159975,158734,158164,157501,155957,153903,151799,149896,148579,146598,145245,143225,142464,141804,141422,140985,140972,140799,140575,140499,140864,142078,143279,145289,147201,149245,151452,153902,156958,160286,164462,168032,172164,176481,181525,185902,189921,193496,196742,198973,201006,202958,204631,205631,206104,206522,207608,208346,208451,209560,210725,213246,214830,216759,218128,219618,221654,223235,224002,224913,226501,227975,228937,230164,232198,234296,235540,237237,238643,240688,242093,243249,244497,244938,246157,245322,245981,246957,250283,252824,255244,258151,261591,264185,267484,271322,275907,279713,282534,286072,288390,291350,293806,297830,301280,304589,306544,307751,308517,309890,311418,313148,313526,314220,314440,314533,313397,311764,310713,311240,313053,314512
41,New Mexico,36,,,,,,,,,,,,,,,,,,,,,,,,,127192,127305,127223,126927,126573,126489,126719,126943,127009,126953,126917,126880,126922,126921,126788,126615,126661,126907,127319,127566,127789,127841,127922,128095,128293,128508,128637,128928,128931,129084,129156,129524,129822,130213,130677,131142,131546,131898,132474,133123,133762,134376,134852,135350,135582,135872,136138,136634,136942,137315,137287,137541,137795,138330,138808,139297,139607,139927,140147,140394,140527,140733,141040,141521,142036,142567,143214,143990,144911,145579,146362,146894,147420,148031,148885,149954,150771,151441,152140,152853,153555,154152,154774,155701,156606,157587,158576,160109,161873,164070,166140,168232,170155,171877,173642,175386,177633,179677,181780,183510,185444,187401,189346,190961,192038,192630,193119,193446,194338,195084,196389,197250,198008,198116,198193,198227,198276,197938,197487,196893,196220,195458,194535,193612,192552,191697,190539,189528,188660,187987,187141,185483,184300,183175,183559,183243,183201,182306,182485,182158,181797,181479,181433,181614,180893,180228,178988,177891,176835,175846,174194,172460,170970,170849,170852,170881,169932,168653,167383,166783,166471,166233,165893,165457,165036,164770,164597,164282,163935,163919,164021,164243,164297,164726,164772,164946,164442,164176,163946,164429,164950,165696,166458,167096,168093,168263,168754,168769,169905,170859,171616,171697,171627,171539,171127,170768,170224,170193,170140,170686,171018,171124,171035,171067,171625,172028,172505,172946,173557,173746,173511,172883,172776,173137,173875,174928,175800,176703,177266,177787,177774,177870,178399,179405,180370,180683,180951,181071,181782,182491,183257,183898,184496,184929,184948,185177,185370,185802,186532,187862,189297,190430,191051,191178,191489,191854,192962,193959,195246,196403,197282,198147,199071,200254,201375,202436,203364,204220,204591,205096,205831
61,West Virginia,37,61714,61792,61762,61619,61532,61533,61602,61736,61852,62041,62282,62582,62914,63099,63191,63175,63311,63593,63944,64296,64619,64440,64135,63768,63781,63922,64089,64361,64645,65199,65564,65796,65711,65438,65209,64888,64953,64949,65038,65117,65171,65282,65336,65585,65778,66067,66259,66456,66590,66677,66807,66949,67240,67585,68005,68604,69257,69977,70222,70409,70470,70737,70908,71046,71227,71491,71811,72037,72163,72253,72446,72698,72914,73032,73109,73223,73450,73786,74259,74556,74735,74786,75084,75417,75811,76105,76360,76606,76767,77047,77281,77682,78049,78504,78984,79570,80059,80438,80749,81235,81790,82454,83082,83745,84296,84905,85530,85988,86423,86949,87637,88360,88637,89042,89357,89998,90495,90991,90993,90848,90570,90861,91195,91509,91712,92145,92721,93058,93158,93093,93176,93292,93437,93560,93653,93725,93801,93939,94124,94297,94448,94628,94796,94859,94851,94893,95015,95198,95261,94468,93578,92742,92671,92983,93152,93291,92993,92729,92465,92202,91973,91106,90292,89397,89180,89189,89368,89731,90000,90255,90502,90688,90878,90470,89963,89354,89167,89061,88985,88784,88591,88482,88613,88695,88763,88601,88457,88348,88370,88425,88512,88643,88710,88707,88766,88898,89035,89056,89047,89053,89079,89190,89372,89662,89892,90093,90287,90536,90767,91047,91324,91624,91820,91913,91924,91996,92127,92310,92458,92605,92782,93057,93364,93631,93809,93897,94082,94306,94602,94845,95058,95251,95415,95679,95907,96135,96251,96492,96716,97005,97215,97439,97583,97704,97796,97908,97997,98044,98063,98071,98187,98356,98620,98885,99174,99472,99829,100299,100825,101338,101665,101996,102352,102719,102995,103147,103248,103290,103309,103520,103690,103947,104138,104482,104882,105308,105720,106094,106429,106746,107057,107446,107783,107725,107601
38,Nebraska,38,84248,84444,84855,85327,85827,86199,86650,87181,87535,87798,88011,88450,88867,89277,89672,90075,90562,91034,91483,91841,92266,92769,93243,93489,93536,93756,94239,94850,95432,95994,96606,97132,97596,97822,98087,98396,98782,98889,98895,98988,99391,99829,100369,100832,101229,101321,101473,101619,101899,101868,101890,101897,102205,102504,102877,103284,103631,104113,104299,104408,104343,104445,104717,105035,105400,105756,106138,106502,106842,107186,107460,107665,107769,107976,108248,108568,108932,109340,109858,110319,110787,111226,111628,111936,112145,112465,112838,113375,113902,114549,115162,115776,116318,116823,117316,117705,118026,118409,118900,119514,120058,120430,120772,121122,121639,122118,122508,122859,123138,123515,123862,124319,124732,125204,125643,126084,126398,126739,127027,127276,127458,127660,127898,128126,128234,128460,128773,129178,129426,129577,129595,129542,129440,129280,128846,128730,128725,128919,128595,128380,128125,127802,127174,126553,126119,125810,125637,125529,125393,125110,124682,124221,123731,123343,123125,123350,123421,123707,123792,123998,124129,124497,124961,125321,125798,126314,126688,126625,126943,127084,126995,126083,125084,124153,123385,122683,122309,122244,122263,122154,121591,121371,121188,121291,121334,121279,121347,121363,121295,120947,120493,120507,120822,121377,121746,122157,122382,122799,122895,123308,123755,124867,125879,126521,126797,126945,127299,127561,127792,127923,128071,128215,128402,128425,128748,129371,130449,131245,131740,132016,132180,132277,132306,132404,132787,133317,134182,135083,136039,136897,137628,138186,138693,139081,139502,139960,140298,140689,140968,141369,141834,142512,143294,144081,144822,145557,146290,146898,147544,148199,149208,150478,151888,152990,153854,154532,155159,155829,156652,157542,158453,159249,160139,160917,161911,162968,164054,164801,165448,166019,166637,167251,167975,168755,169482,170286,171153,172042,172874,173670,174424,175053,175643,176027,176365
