RegionID,RegionName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
40,New Jersey,11,165757,165340,164923,164659,164484,164427,164525,164878,165404,166041,166355,166611,166670,166981,167383,167878,168220,168524,168856,169577,170441,171134,171442,171450,171497,171563,171743,172037,172420,172967,173713,174625,175639,176447,177225,177924,178738,179644,180669,181972,183064,184166,185164,186664,188299,189882,191229,192356,193514,194528,195777,197232,199008,200944,202854,204713,206466,208044,209725,211213,212861,214378,216169,218167,220359,222768,225278,227675,229884,231862,233845,235741,237655,239615,241948,244726,248280,252208,256271,259971,263457,266632,269552,272227,274916,277747,280933,284481,288247,291746,294879,297663,300369,302918,305385,308081,311033,314666,318600,322994,327567,332068,336497,340593,344381,347732,350563,353395,356982,361106,365691,370221,374856,379229,383601,387751,391495,394090,396365,398412,401068,403484,405734,407169,407820,407974,407470,406639,405109,403292,401898,401288,401299,400850,399649,397926,396211,394694,393287,391643,389704,387731,385935,383539,380374,376444,372998,370014,367491,364832,361818,358304,355111,352576,350310,347892,344949,342103,339588,337525,336053,334877,334205,333629,333487,333198,333076,332590,332137,331504,330826,329940,328675,326872,324695,322509,320440,318641,316813,314842,312713,310428,308196,305869,303996,302320,300730,298714,296659,295109,294226,293871,293158,292456,291465,290613,289701,289221,289158,289379,289703,290407,291099,291932,292507,293556,295053,296746,298396,299663,300843,301977,302800,303882,304639,306196,307494,308801,309533,309827,309719,309165,308520,307809,307369,307674,308769,309604,310416,310852,311347,311286,311084,310969,310890,311015,311016,311030,311412,312025,312938,313563,314157,314450,314498,314470,314631,314852,315150,316027,317110,318995,320462,322358,323141,323909,324482,325328,326083,326912,327878,329344,331278,333380,335781,337307,338422,338558,338488,338634,338947,339422,339824,340199,340993,342257,343770,345175,345809,346035,345513,344862,344420,344314,345051
56,Virginia,12,121170,121008,120880,120725,120793,120947,121292,121522,121740,121917,122117,122198,122224,122258,122381,122535,122719,122944,123207,123537,123827,124301,124646,124935,124949,125214,125557,125896,126196,126385,126688,126931,127363,127812,128295,128706,129138,129547,130173,130788,131412,132030,132708,133456,134236,135134,136111,136981,137659,138204,138763,139528,140477,141480,142446,143472,144576,145759,146726,147677,148498,149404,150310,151353,152443,153590,154731,155956,157121,158281,159417,160532,161658,162732,164034,165424,166997,168528,170062,171477,172817,174031,175277,176547,177909,179379,180981,182829,184798,186831,188979,190971,192891,194614,196638,198961,201611,204763,208414,212635,217094,221438,225143,228239,231362,234580,237708,241041,244877,249544,254126,258668,262782,266947,270417,273517,275925,278086,280251,282463,284360,285671,286644,287798,288656,288863,288569,288175,287892,287448,287257,287120,287287,286807,285959,284684,283635,282744,281900,280821,279126,277135,275005,272582,270003,267322,265294,263170,260792,258355,256418,254717,252991,250942,249099,247320,245842,244579,243499,242709,241904,241083,240264,239894,239879,240152,240335,240608,241073,241483,241405,240601,239549,238524,237608,236554,235688,234779,233895,232993,232390,231868,231441,230984,230665,230094,229386,228716,228441,228267,228486,228812,229294,229776,230084,230408,230518,230812,231376,232368,233168,234046,234814,235845,236721,237414,237946,238606,239302,240183,240760,241506,242190,243188,243895,244540,244948,245259,245542,245786,245841,245847,246006,246397,246824,247049,247571,248151,248700,249176,249393,249550,249597,249823,250118,250507,250983,251577,251796,252066,252632,253484,254188,254664,255065,255599,256171,257111,258217,259453,260670,261757,262825,263535,264146,264461,264879,265351,266088,267040,267915,268977,269776,270907,271838,272876,273557,274088,274428,274829,275386,276138,277200,278270,279676,281008,282253,282971,283487,283965,284719,285674,286785,287376,287898
59,Washington,13,141486,141525,141808,142277,142737,143283,143852,144584,145274,145995,146581,147156,147767,148547,149109,149732,150156,150866,151581,152396,153199,154494,155701,156783,157181,157678,158295,159190,160271,161812,163181,164442,165289,165790,166301,166738,167506,168040,168995,169809,170746,171683,173007,174456,175660,176668,177667,178477,179203,179900,180516,181306,181946,182731,183488,184417,185402,186420,187366,188105,188668,189021,189490,189970,190695,191459,192471,193399,194505,195360,196206,196781,197107,197274,197438,197924,198554,199331,200184,201074,201668,202412,203093,204062,204852,205868,206817,207950,209343,210917,212535,213871,215218,216667,218073,219458,220926,222924,225223,227532,229741,231954,234248,236697,239382,242053,244221,246729,249682,253229,257441,262086,267360,272212,276513,280495,284049,287079,290286,293481,297309,301000,304524,307868,311017,313834,316191,317608,318387,318789,319660,321310,323482,325084,325907,326127,326622,326815,326052,324385,322475,320559,318852,317195,314985,312216,309148,306428,303514,300600,297862,294946,291800,289023,286041,282981,278808,275422,272661,271093,269734,268656,268130,267861,267415,265948,264566,263517,263886,264340,263730,261779,259152,256887,254389,251958,249462,247353,245760,243875,241892,238830,236590,234504,233185,231509,229900,228288,226907,225926,224724,224453,224608,225832,227312,228952,230522,231874,233402,235157,236911,238268,239829,241940,244558,247386,249790,252231,254430,256546,258136,259236,260293,261622,263389,264461,265603,266384,268222,269603,270687,271177,272233,273483,275227,277243,279011,281185,283253,285913,288035,289895,292156,294283,296626,298977,301693,304316,307548,310660,313821,316286,318791,321372,323499,325572,327516,330312,333609,337072,340770,344433,348381,351823,354934,357810,360367,362574,365069,367853,371844,376049,380933,385353,389354,392180,393871,394603,395118,396107,397350,398778,400081,402054,403497,404920,405623,406793,407635,408604,409580,410822,412205,414650,418279
26,Massachusetts,14,158516,158669,159078,159598,160434,161007,161717,162278,162872,163031,163078,163060,163297,163748,164500,165301,166254,167139,167994,168772,169704,171261,172739,174199,175065,175961,177100,178395,179793,181224,182578,184123,185334,187233,189189,191334,193016,194622,196380,198938,200985,203105,204604,206331,208376,210517,212959,214970,216641,218251,220131,222685,225872,229267,232595,235668,238732,241582,244204,246767,249116,251458,254195,257468,261226,264589,268166,271493,274543,276927,278971,281167,283190,285399,287948,291448,295253,299384,304102,308763,312919,315879,318765,321677,324613,327370,329935,332375,335125,338221,341501,344577,347204,349557,351959,354444,356970,359357,361750,364777,368136,372265,376045,379393,381787,383941,386773,389604,392267,394101,395127,396017,396786,398592,400481,401831,401560,400964,399785,399183,398220,397197,395778,393529,391380,389045,387269,385029,382801,381139,380001,379454,378333,376921,375112,373414,372067,371050,369712,368162,366266,363963,361436,358759,356218,353935,351989,350071,348233,345881,343513,340854,338238,335651,333082,330593,328468,327131,326260,325797,325560,325777,326151,326781,327715,328920,330340,331324,332352,332707,332933,332196,331312,329507,327938,326442,325832,324906,323434,321501,320084,318841,318017,317023,316124,314633,312815,310973,309750,308666,307599,307395,307972,309154,309752,310163,310371,310517,311284,312790,314972,316427,318891,321388,324381,326670,328500,330338,332108,334292,336294,337835,338845,339853,340688,342421,344428,346333,347314,347778,348099,347928,347581,347643,349005,351205,353279,354935,355763,356895,357640,358881,359810,360675,361651,362241,362814,363865,366021,368152,370863,373244,375398,376061,376314,377365,378581,380677,382331,384219,385512,386999,389569,392508,395713,398169,399292,400473,401178,403200,405050,407479,410258,413077,415562,417647,419647,421166,421818,421754,421684,421719,422633,423568,424227,424556,425469,426768,428004,428028,427910,428143,428716,429523,430904
22,Indiana,15,107893,107704,107798,107577,107534,107923,106847,105647,103956,103721,103271,103381,103188,102787,102388,102133,102543,102687,103319,103809,104517,105043,105393,105890,106507,106671,105352,103827,102869,103203,103477,103773,104159,104552,104803,104928,104931,105008,105292,105698,104983,104222,102696,101762,100506,100150,100180,100265,99877,99687,99620,100034,100483,101001,101523,102183,102845,103420,103565,103637,103606,103768,103878,104073,104367,104629,105010,105266,105623,105677,105713,105551,105406,105384,105485,105669,105738,105838,106091,106426,106757,106894,106939,106936,106999,107086,107197,107367,107615,107912,108294,108618,108923,109149,109292,109504,109614,109894,110082,110376,110743,111115,111601,112001,112424,113371,114398,115474,115840,116207,116631,117185,117633,118008,118385,118716,118986,119016,119022,118861,118770,118792,119050,119404,119763,120138,120631,120985,121315,121422,121538,121488,121428,121295,121228,121147,121121,121060,121174,121479,121865,122064,122039,121866,121494,121195,121000,120858,120575,120189,120042,119873,119564,119221,118833,118564,118155,117850,117615,117299,116974,116641,116515,116529,116634,116603,116649,116600,116657,116589,116609,116480,116203,115671,115249,114778,114458,114050,113659,113299,112906,112551,112302,112241,112361,112423,112507,112447,112333,112044,111895,111860,111994,112142,112250,112293,112282,112247,112412,112402,112506,112437,112611,112741,113062,113363,113777,114104,114421,114577,114766,115047,115437,115717,116013,116340,116784,117171,117598,118024,118421,118676,119002,119358,119762,119918,120086,120215,120613,120975,121456,121672,121887,122015,122254,122578,122962,123313,123661,123919,124329,124823,125573,126340,127039,127573,128152,128622,129053,129291,129765,130428,131381,132303,133240,133940,134679,135210,136039,136798,137656,138142,138761,139563,140658,141671,142751,143835,144834,145508,146042,146718,147595,148512,149200,149866,150519,151363,152151,152871,153581,154289,155109,155739,156269
8,Arizona,16,111987,112465,112843,113238,113663,114121,114587,115080,115612,116143,116610,116906,117121,117331,117526,117785,118121,118551,118943,119419,119967,120715,121314,121808,122101,122406,122751,123279,123977,124681,125303,125912,126539,127037,127465,127911,128455,129019,129793,130594,131453,132239,132901,133572,134132,134917,135613,136362,137011,137664,138132,138742,139414,140269,140975,141669,142355,143107,143764,144373,144905,145422,145913,146442,147092,147827,148560,149317,149994,150602,151079,151609,152121,152589,153142,153834,154785,155570,156351,157024,157843,158607,159348,159936,160580,161191,161903,162721,163780,165024,166136,167026,167794,168542,169502,170615,171919,173493,175206,177644,180499,183260,186073,188827,192328,196018,200563,205086,210681,217106,225453,234667,243535,252709,260142,267121,271043,272555,275905,280111,284810,286876,287521,286979,285552,283351,282301,280333,278433,276322,275039,274585,274479,274002,272486,270420,267954,265129,262543,258697,255107,251071,246044,240864,234671,230631,226011,221183,214843,209126,204524,200878,197067,193908,191149,188114,184806,180898,177926,175533,173301,171344,169165,169082,169362,169528,168329,167208,166982,166190,165154,162467,160605,158093,156554,154684,153076,151145,149350,148147,146502,144924,143032,141963,141386,141070,141178,141265,142367,143051,144161,144857,147067,150052,153257,156057,158808,161978,164803,167678,169397,171595,172908,174942,176620,178700,181398,184508,186969,188938,190480,191224,192764,194577,197179,197852,197662,197546,197904,197928,198004,197662,197948,198819,200094,200832,201374,202975,204827,206544,207387,208553,209609,210932,211699,212371,213238,215203,216818,218037,218999,220077,221002,221344,222083,223088,224579,226137,227272,228534,230015,231788,233193,234386,235642,237147,238112,239411,240634,242140,243291,245021,247141,249269,251080,252603,253867,254948,256108,257592,258658,259573,260388,261767,263150,264523,265359,266298,267319,268621,270377,271915,273332,274698,276753
53,Tennessee,17,90358,90769,91205,91676,92130,92511,92849,93217,93611,94027,94425,94806,95163,95506,95824,96149,96483,96893,97305,97752,98193,98901,99498,99988,100166,100414,100716,101000,101315,101678,102121,102519,102920,103134,103244,103270,103435,103689,104069,104503,104915,105233,105491,105885,106305,106755,107077,107317,107532,107741,107940,108178,108414,108733,109010,109408,109897,110517,110902,111188,111333,111552,111748,111937,112207,112496,112827,113105,113340,113580,113809,113992,114068,114179,114328,114528,114687,114887,115145,115433,115745,116015,116302,116501,116692,116892,117144,117392,117663,117959,118301,118639,118981,119362,119746,120110,120446,120764,121123,121537,121987,122478,123008,123537,124097,124648,125270,125889,126534,127199,127948,128812,129686,130548,131337,132098,132871,133525,134209,134817,135498,136157,136897,137673,138488,139213,139908,140461,140966,141274,141620,141995,142443,142865,143261,143595,143856,143918,143887,143639,143350,142838,142402,142006,141794,141620,141392,141030,140532,139975,139501,138961,138426,137923,137573,137161,136572,135826,135141,134542,134120,133755,133513,133242,133071,132973,132933,132977,133027,133103,133036,132854,132531,132108,131618,131084,130514,129822,129299,128786,128477,128082,127792,127487,127252,126975,126635,126285,125974,125824,125741,125802,125933,126107,126206,126351,126498,126694,126818,126876,126973,127150,127460,127844,128304,128675,129061,129380,129874,130422,131074,131718,132246,132740,133125,133472,133757,134108,134505,134884,135188,135441,135650,135842,136151,136585,137105,137655,138218,138904,139508,140087,140619,141242,141930,142710,143359,144028,144713,145523,146285,146911,147469,148155,148864,149724,150571,151570,152521,153300,154003,154943,156144,157347,158447,159494,160492,161387,162239,163187,164162,165081,166173,167274,168470,169508,170517,171494,172365,173254,174123,174953,175721,176556,177418,178387,179308,180199,180907,181459,182049,182777,183601,184546,185452
32,Missouri,18,83249,83402,83559,83715,83912,84195,84538,84852,85122,85419,85697,85939,86109,86314,86556,86853,87186,87544,87773,87970,88158,88519,88917,89245,89483,89696,89963,90277,90592,90845,91103,91413,91774,92193,92647,93106,93456,93686,93942,94231,94802,95356,95762,96011,96299,96784,97233,97681,98160,98649,99150,99708,100404,101097,101803,102556,103220,103714,104056,104524,105082,105654,106263,106889,107519,108146,108804,109495,110181,110823,111440,111929,112364,112762,113279,113865,114451,115101,115805,116508,117100,117626,118178,118677,119141,119616,120210,120846,121560,122279,123037,123694,124364,124948,125398,125692,125888,126217,126682,127335,127931,128454,128948,129510,130106,130660,131115,131506,131878,132381,132971,133636,134346,135048,135761,136376,136939,137369,137705,137930,138128,138319,138620,139014,139439,139882,140352,140783,141082,141238,141299,141301,141207,141074,140983,140972,141018,140981,140867,140546,140198,139863,139696,139476,139003,138487,137981,137563,137141,136763,136479,135946,135358,134715,134260,133843,133356,132781,132127,131516,131086,130695,130491,130580,130841,130852,130563,130475,130603,130688,130373,129840,129150,128356,127534,126686,125904,125167,124509,123709,122867,122072,121472,121068,120628,120306,119854,119514,119076,118800,118597,118681,118962,119281,119413,119377,119346,119478,119476,119687,119894,120456,120795,121125,121310,121648,122063,122455,122707,122787,123018,123208,123495,123678,123939,124266,124755,125427,126059,126524,126804,126983,127176,127430,127670,127728,127852,128180,128890,129611,130282,130776,131188,131547,131910,132214,132679,133089,133679,134261,134966,135735,136454,137138,137665,138200,138816,139547,140171,140801,141540,142407,143330,144040,144677,145184,145725,146426,147137,147839,148489,149203,149977,150904,151935,152959,153774,154474,155096,155551,155985,156439,157141,157970,158909,159709,160415,161070,161623,162020,162181,162468,162810,163260,163731
27,Maryland,19,154071,153923,153804,153778,153719,153859,154083,154375,154567,154722,154847,154880,154716,154410,154254,154370,154629,154835,155085,155397,155593,156048,156399,156807,156661,156459,156193,156108,156224,156558,156862,157144,157487,158140,158826,159322,159459,159509,159661,160101,160585,161204,161957,163049,164066,165033,165540,165979,166124,166526,166964,167686,168313,169125,170076,171170,172309,173251,174080,174713,175380,176050,176942,178043,179361,180800,182196,183707,185214,186798,188199,189532,190765,192369,194179,196386,198684,201047,203339,205499,207733,209829,211880,213783,215624,217678,220089,222883,225825,228960,232176,235185,237935,240452,243131,245645,248465,251669,255766,260453,265779,271135,275983,280450,284722,289080,292977,296658,301007,306063,312061,318637,325449,331217,336523,340411,344824,347884,351083,354122,357668,361207,363970,366822,369080,370683,371024,371067,370782,370549,369913,369664,369367,369143,368503,367887,367451,366886,365218,361941,358488,355723,353420,350723,347397,343239,338663,333650,329311,325046,321095,317749,314455,311013,307015,302853,298800,295307,292973,290834,289334,287323,285843,284489,283707,283291,282421,281728,281244,281560,281511,280802,279111,277045,274959,272537,270162,268062,266985,266539,265863,264745,263690,262394,261133,259455,258444,257572,256829,255784,255148,255163,255663,256193,256716,257294,257910,258332,258655,259180,259913,261053,262395,264208,266138,268270,270059,271664,272945,274296,275630,277230,278319,279319,280325,281234,282416,282725,283008,282707,282645,282408,282372,282497,282599,282563,282714,283556,284255,284946,284806,284636,284154,284065,284030,283803,284297,284867,286032,286916,288424,289959,290770,291244,291166,292023,292782,294024,295028,296350,297784,299143,300599,301494,302272,302095,302148,302499,303570,305033,306426,307218,308361,309596,311699,313162,314132,314475,314169,313932,313808,314444,315213,316357,317394,318248,319008,319653,320070,319797,319270,318912,318937,319279,319683
60,Wisconsin,20,101305,101469,101951,102492,103066,103609,104199,104775,105310,105794,106182,106507,106654,106827,106933,107139,107394,107775,108239,108621,108989,109302,109704,110030,110308,110393,110484,110639,110983,111485,111941,112557,113124,113917,114592,115214,115666,115978,116326,116718,117150,117601,118122,118959,119877,120872,121463,121960,122079,122323,122586,123075,123651,124273,124936,125650,126387,127121,127798,128395,128896,129276,129693,130204,130838,131536,132268,133055,133833,134623,135299,135825,136155,136419,136746,137169,137774,138455,139322,140167,141015,141732,142378,143037,143538,144147,144827,145734,146902,148192,149621,150628,151489,152250,153182,153996,154829,155882,157148,158673,159879,161103,162257,163534,164721,165348,165750,166117,166883,167896,169070,170369,171687,172865,173874,174734,175408,175857,176248,176440,176543,176523,176526,176597,176864,177327,177860,178297,178557,178914,179034,179117,178900,178622,178353,178007,177952,177995,178269,178388,178435,178313,177739,176777,175612,174687,174127,173650,173180,172583,171704,170583,169512,167759,166758,165703,165554,164874,164365,163748,163489,163150,162844,162365,161993,161945,162195,162451,162619,162586,162216,161608,160483,159011,157625,156255,155164,154075,153014,152005,150944,150004,149260,148521,148097,147763,147405,147032,146433,145982,145363,145077,144931,145314,145626,146036,146057,146093,145825,145766,145487,145538,145201,145610,146305,147595,148561,149417,150122,150926,151540,151994,152181,152480,153031,153945,154604,155151,155583,156099,156233,156120,155960,156120,156438,156843,157436,157944,158798,159433,159917,160048,160056,160146,160336,160804,161380,162027,162756,163437,164346,165338,166502,167303,168113,168879,169720,170434,171224,172207,173344,174535,175885,177104,178236,179078,179812,180351,180803,181438,182504,183886,185331,186906,188441,189936,190900,191616,192048,192585,193107,193671,194321,194965,196162,197607,199228,200283,200950,201503,202082,202520,203121,203591,204452
31,Minnesota,21,103822,103730,103903,104261,104752,105295,105867,106464,106944,107390,107822,108267,108627,108937,109262,109749,110260,110895,111507,112137,112754,113453,114052,114498,114699,115026,115384,116025,116738,117801,118806,119788,120594,121481,122559,123702,124861,125935,127299,128543,129687,130602,131692,133143,134635,135928,137048,137939,139022,139994,141205,142586,144754,146819,148948,150567,152417,153913,155222,156522,157940,159229,160577,162145,164078,166175,168347,170298,171813,172928,173803,174598,175322,176403,177476,178847,180162,181691,183187,184706,186300,187709,188856,189790,190631,191679,192696,194046,195469,197182,198736,200276,201645,202778,203868,204809,205974,207139,208573,210020,211452,212958,214351,215618,216808,218140,219425,220219,221197,222233,223400,224361,225200,226390,227494,228689,229457,229938,230144,230041,229992,229844,229976,229882,229844,229631,229667,229552,229647,229610,229507,228871,228109,227148,226256,225140,224458,223841,223411,222421,221063,219272,217062,214843,212822,211139,209757,208270,206543,204703,202851,201123,199532,197785,195987,193599,191655,190289,189619,189180,188890,188475,187902,187296,187125,187005,187091,187390,187759,188126,187884,187297,185908,184166,182335,180797,178890,177137,175142,173783,172252,170909,169648,168614,167924,167256,166567,165727,164832,164174,163867,164242,164924,165731,166711,167709,168765,169872,171228,172633,173916,175119,176034,177072,178100,179996,181887,183886,185508,186995,188360,189411,190294,191422,192924,194964,196719,198005,198605,198735,198441,197937,197413,197193,197463,198000,199400,200986,202707,203697,204275,204716,205062,205453,205773,206436,207345,208814,210550,212431,213913,214824,215568,216401,217371,218041,218755,219580,220671,221949,223620,225729,227989,229942,231328,232220,232652,233038,233370,234312,235714,237641,239870,242276,244372,245787,246519,246945,247512,247966,248563,249174,250135,251435,252892,254254,255482,256572,257485,258049,258281,258721,259295,260022,260965
10,Colorado,22,143629,144158,144694,145298,145973,146777,147546,148289,148971,149636,150112,150519,150943,151519,152132,152739,153354,154103,154929,155800,156594,157441,158138,158719,159062,159557,160214,161257,162400,163686,164828,165875,166900,167894,169173,170438,171848,173231,175182,177095,178775,180024,181270,182770,184298,185924,187564,189114,190862,192630,194657,196718,199049,201508,203889,206171,208272,210439,212337,214165,215807,217459,218987,220688,222435,224072,225406,226454,227180,227478,227835,228403,229107,229903,230593,231445,232011,232779,233479,234119,234268,234204,234133,234415,234636,234705,234738,235005,235409,235958,236379,237001,237461,237775,237946,238185,238644,239277,240011,240786,241550,242033,242571,243020,243688,244302,244609,244989,245485,246329,247119,247957,248789,249562,250379,251032,251605,252080,252200,252294,252375,253006,253595,254043,254536,254638,254509,254033,253890,253726,253331,253099,253256,253893,254548,255073,255361,255050,254393,253342,252153,250718,249378,248196,247325,246483,245757,244851,244122,243534,243019,242165,241102,240062,239408,239028,238810,238644,238406,237973,237662,237412,237369,237480,237667,238124,238559,239005,239074,238769,238105,237180,236178,235083,234117,233139,232144,231321,230459,229761,229069,228198,227545,226866,226679,226572,226546,226552,226616,226953,227371,227978,228800,230163,231766,233504,234779,236065,237309,238680,239985,241639,243510,245732,247530,249284,250909,252864,254923,256706,258265,259637,261285,262812,264504,265932,267417,268972,270573,272214,273447,274884,276653,278902,281455,284393,287579,290744,293638,296602,299325,301931,304481,307221,310073,312885,315727,318299,321156,324120,327253,329724,331710,333646,335576,337449,339377,341817,344553,347628,350949,354330,357220,359408,361162,362360,363474,364961,367063,369362,372341,375125,378068,380625,383503,386026,388008,389462,390730,392231,394074,396333,398113,399606,401457,402985,404152,404056,404003,403855,404209,404979,405799,406803,408469
4,Alabama,23,82033,82121,82274,82511,82903,83070,83151,83096,83223,83255,83334,83414,83755,84185,84623,85009,85423,85851,86268,86663,87067,87603,88043,88452,88675,88922,89159,89551,89894,90315,90653,90980,91240,91548,91833,92130,92306,92595,92813,93025,93276,93582,93906,94317,94704,95054,95306,95529,95797,96080,96409,96695,96982,97302,97654,98046,98523,99079,99468,99761,99913,100110,100304,100569,100796,101090,101419,101712,101926,102055,102225,102323,102423,102586,102793,103064,103296,103568,103820,104082,104377,104624,104914,105165,105480,105718,105926,106158,106444,106765,107011,107270,107531,107820,108069,108332,108568,108904,109337,109889,110377,110824,111287,111878,112523,113021,113346,113531,113756,114071,114503,115040,115576,116161,116860,117764,118711,119632,120444,121334,122212,123100,123946,124777,125662,126399,127057,127400,127716,127840,128340,128834,129487,129703,129846,129830,129956,130053,130155,130136,130053,129788,129550,129235,129047,128908,128910,128848,128545,128273,127860,127607,127084,126668,126109,125555,124865,124248,123636,123098,122510,121993,121610,121337,121101,120970,120862,120506,120072,119587,119182,118590,117959,117431,117038,116495,115830,115115,114572,114213,113920,113681,113421,113119,112811,112451,112116,111646,111309,111258,111292,111389,111252,111252,111184,111181,111121,111149,111211,111380,111463,111630,111783,112092,112331,112432,112503,112568,112780,112927,113084,113216,113370,113501,113615,113751,113997,114336,114689,114953,115182,115306,115475,115658,115801,115961,116136,116467,116771,117012,117175,117343,117490,117695,117826,117948,118104,118341,118682,119047,119517,119876,120204,120364,120588,120797,121148,121550,121970,122267,122539,122866,123282,123673,123923,124175,124518,125021,125479,125852,126362,126867,127437,127958,128553,129170,129780,130395,130925,131408,131836,132363,132778,133247,133736,134303,134846,135362,135923,136502,137025,137484,137984,138624,139353
51,South Carolina,24,96689,96787,97043,97095,97285,97410,97766,98107,98507,98789,99042,99292,99578,99903,100211,100572,101031,101743,102471,103248,103923,104496,104883,105285,105738,106328,106813,107330,107879,108408,108808,109067,109346,109755,110282,110783,111488,111989,112539,112855,113232,113551,113930,114430,114972,115525,116099,116630,117226,117656,118114,118432,118900,119437,119997,120576,121026,121625,122074,122552,122843,123213,123594,123989,124291,124580,124925,125307,125676,125933,126051,126151,126289,126513,126725,126985,127258,127575,127923,128325,128709,129077,129438,129754,129990,130231,130536,130962,131417,131893,132385,132877,133367,133813,134242,134669,135062,135615,136221,136947,137575,138311,139095,139960,140767,141526,142208,142995,143758,144548,145377,146413,147465,148501,149451,150403,151380,152275,153378,154268,155297,156254,157428,158605,159639,160508,161207,161747,162198,162623,163028,163375,163582,163822,164017,164276,164483,164635,164598,164537,164419,164429,164318,164042,163753,163537,163365,162865,162211,161549,161028,160197,159390,158409,157629,157021,156335,155507,154528,153795,153260,152758,152304,151983,151802,151702,151490,151207,151033,151050,150908,150529,150010,149392,148699,148005,147161,146218,145145,144350,143550,142878,142227,141824,141381,140872,140324,139847,139721,139811,140077,140086,140050,139945,139842,139671,139491,139532,139669,139834,139913,140006,140177,140604,140968,141317,141673,142181,142813,143348,143807,144240,144647,145192,145690,146079,146255,146514,146835,147275,147644,147967,148236,148463,148720,149065,149580,150283,150958,151568,152121,152676,153120,153512,154009,154590,155208,155805,156326,156905,157490,158238,158919,159546,160240,160982,161779,162502,163213,163696,164351,164985,165933,166708,167485,168186,168872,169484,170070,170744,171460,172413,173443,174735,175787,176718,177449,178224,178968,179745,180384,181101,181855,182651,183437,184068,184729,185316,185932,186618,187216,187808,188363,188884,189435
